loop-location,icc-parallel,omp,icc-labels,loop-absolute-size,loop-payload-fraction,loop-proper-sccs-number,loop-critical-payload-fraction,loop-depth,loop-inner-loop-num,iterator-payload-total-cohesion,iterator-payload-non-cf-cohesion,iterator-payload-mem-cohesion,critical-payload-total-cohesion,critical-payload-non-cf-cohesion,critical-payload-mem-cohesion,payload-total-dependencies-number,payload-true-dependencies-number,payload-anti-dependencies-number,payload-output-dependencies-number,payload-cross-dependencies-number,payload-reg-dependencies-number,payload-mem-dependencies-number,critical-payload-total-dependencies-number,critical-payload-true-dependencies-number,critical-payload-anti-dependencies-number,critical-payload-output-dependencies-number,critical-payload-cross-dependencies-number,critical-payload-reg-dependencies-number,critical-payload-mem-dependencies-number,iterator-mem-write-count,iterator-mem-write-fraction,iterator-call-count,iterator-call-fraction,payload-mem-write-count,payload-mem-write-fraction,payload-call-count,payload-call-fraction,critical-payload-mem-write-count,critical-payload-mem-write-fraction,critical-payload-call-count,critical-payload-call-fraction
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/CG/src/cg.c(785),0,0,0,17,0.7647,1,0.3077,1,0,0.4444,0.08333,0,0.25,0.25,0,12,12,0,0,1,10,2,5,5,0,0,1,3,2,0,0,0,0,1,0.07692,0,0,1,0.25,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/CG/src/cg.c(771),0,0,0,39,0.8974,1,0.8286,1,1,0.1348,0.03371,0,0.04348,0,0,69,31,0,1,0,30,7,66,31,0,1,0,30,7,0,0,0,0,1,0.02857,0,0,1,0.03448,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/CG/src/cg.c(772),1,0,1,32,0.09375,0,0,2,0,0.04348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03448,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/CG/src/cg.c(767),0,0,0,9,0.5556,0,0,1,0,0.375,0.0625,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/common/randdp.c(122),0,0,0,35,0.8857,1,0.871,1,0,0.4051,0.01266,0,0.02564,0.02564,0,39,34,0,1,0,31,8,37,32,0,1,0,29,8,0,0,0,0,2,0.06452,0,0,2,0.07407,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(44),0,0,0,49,0.7143,0,0,1,0,0.172,0.05376,0,0,0,0,49,25,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0.08571,3,0.08571,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(77),0,0,0,37,0.8919,2,0.6364,1,1,0.2326,0.04651,0,0.1552,0.08621,0.06897,58,32,0,1,0,28,5,42,24,0,0,0,24,0,0,0,0,0,1,0.0303,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(79),0,0,0,20,0.1,0,0,2,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(138),0,0,0,29,0.1379,0,0,1,1,0.06061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(139),0,0,0,19,0.05263,0,0,2,0,0.02564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05556,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(117),0,0,0,87,0.8851,1,0.7143,2,1,0.2,0.01538,0.005128,0.08824,0.05147,0.01471,136,73,1,1,0,73,13,113,57,1,1,0,57,11,0,0,0,0,1,0.01299,0,0,1,0.01818,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(121),0,0,0,33,0.06061,0,0,3,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(103),0,0,0,12,0.4167,0,0,1,0,0.2727,0.04545,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(156),0,0,0,106,0.09434,1,0.3,1,0,0.02597,0,0,0,0,0,4,4,0,0,0,4,0,4,4,0,0,0,4,0,6,0.0625,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(211),0,0,0,100,0.22,0,0,1,3,0.1464,0.0884,0.07459,0,0,0,7,4,0,1,0,4,2,0,0,0,0,0,0,0,12,0.1538,3,0.03846,2,0.09091,1,0.04545,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(214),0,0,0,7,0.4286,1,0.6667,2,0,0.2308,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(223),0,0,0,16,0.625,2,0.6,2,0,0.359,0.1026,0.05128,0.1538,0.1538,0,13,6,0,2,0,6,7,8,4,0,2,0,4,4,0,0,0,0,2,0.2,0,0,2,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(228),0,0,0,18,0.1111,0,0,2,0,0.05556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(203),0,0,0,16,0.625,2,0.6,1,0,0.359,0.1026,0.05128,0.1538,0.1538,0,13,6,0,2,0,6,7,8,4,0,2,0,4,4,0,0,0,0,2,0.2,0,0,2,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(191),0,0,0,16,0.625,2,0.6,1,0,0.359,0.1026,0.05128,0.1538,0.1538,0,13,6,0,2,0,6,7,8,4,0,2,0,4,4,0,0,0,0,2,0.2,0,0,2,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(375),0,0,0,47,0.8723,4,0.2927,1,1,0.3402,0.04124,0,0.2308,0.09615,0,52,35,0,0,0,35,0,18,13,0,0,0,13,0,0,0,0,0,3,0.07317,3,0.07317,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(379),0,0,0,17,0.7059,1,0.25,2,0,0.3125,0.0625,0,0.08333,0,0,12,8,0,0,0,8,0,4,4,0,0,0,4,0,0,0,0,0,1,0.08333,1,0.08333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(342),1,0,1,42,0.881,0,0,1,0,0.1392,0.07595,0,0,0,0,58,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0.08108,3,0.08108,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(319),0,0,0,31,0.8065,0,0,1,0,0.3729,0.1356,0,0,0,0,25,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0.28,5,0.2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(411),0,0,0,61,0.9344,2,0.3158,1,1,0.08871,0,0,0.1321,0.03774,0.009434,106,43,1,1,0,43,4,41,17,0,0,0,17,0,1,0.25,1,0.25,8,0.1404,11,0.193,0,0,2,0.1111
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(414),0,0,0,19,0.1579,0,0,2,0,0.09302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.125,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(571),1,0,1,28,0.8571,1,0.5417,1,0,0.4118,0.05882,0,0.1875,0.1875,0,32,25,0,1,0,21,11,22,15,0,1,0,11,11,0,0,0,0,2,0.08333,0,0,2,0.1538,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(565),1,0,1,51,0.9216,1,0.5106,1,0,0.3926,0.08148,0,0.1622,0.1486,0,74,47,4,1,0,42,27,52,26,4,1,0,21,27,0,0,0,0,3,0.06383,0,0,3,0.125,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(558),0,0,0,25,0.84,0,0,1,0,0.5,0.09615,0,0,0,0,18,17,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,2,0.09524,1,0.04762,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(549),1,0,1,39,0.8974,2,0.6,1,1,0.2809,0.05618,0,0.1964,0.07143,0,56,32,0,0,0,30,2,32,23,0,0,0,21,2,0,0,0,0,1,0.02857,0,0,1,0.04762,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(551),0,0,0,24,0.625,1,0.4667,2,0,0.3261,0,0,0.1538,0.1538,0,13,13,0,0,0,13,0,7,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(607),0,0,0,52,0.8269,2,0.186,1,2,0.1053,0,0,0.3971,0.02941,0,68,27,0,2,0,27,2,16,8,0,0,0,8,0,1,0.1111,1,0.1111,6,0.1395,4,0.09302,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(616),0,0,0,19,0.7895,0,0,2,0,0.3939,0.0303,0,0,0,0,12,8,0,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,3,0.2,2,0.1333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/adc.c(621),0,0,0,20,0.8,0,0,2,0,0.4,0.02857,0,0,0,0,13,9,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,3,0.1875,2,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(26),0,0,0,14,0.2143,1,0.6667,1,0,0.1111,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,2,0,1,0.09091,1,0.09091,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(57),0,0,0,34,0.6471,1,0.09091,1,0,0.3438,0,0,0.05263,0.05263,0,19,19,0,0,0,19,0,2,2,0,0,0,2,0,0,0,0,0,2,0.09091,2,0.09091,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(556),0,0,0,22,0.8182,2,0.5,1,0,0.413,0.02174,0,0.2105,0.2105,0,19,16,0,1,0,16,3,11,8,0,1,0,8,3,0,0,0,0,1,0.05556,0,0,1,0.1111,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(129),0,0,0,274,0.2226,3,0.1967,1,1,0.1445,0.03074,0.008197,0.02439,0.02439,0,41,39,0,0,0,39,0,16,16,0,0,0,16,0,11,0.05164,4,0.01878,12,0.1967,12,0.1967,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(136),0,0,0,241,0.2116,3,0.1961,2,0,0.1667,0.05405,0.03491,0.02778,0.02778,0,36,35,0,1,0,35,1,12,12,0,0,0,12,0,10,0.05263,4,0.02105,10,0.1961,9,0.1765,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(545),1,0,1,33,0.8182,0,0,1,0,0.4133,0.05333,0,0,0,0,32,26,3,1,3,25,7,0,0,0,0,0,0,0,0,0,0,0,2,0.07407,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(471),0,0,0,16,0.125,0,0,2,0,0.06667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(480),0,0,0,62,0.9032,1,0.05357,2,0,0.1322,0.03306,0,0.01075,0,0,93,49,0,0,0,49,0,4,4,0,0,0,4,0,0,0,0,0,3,0.05357,3,0.05357,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(509),1,0,1,16,0.625,1,0.3,2,0,0.3529,0.05882,0,0.3,0.3,0,10,9,0,1,0,8,2,4,3,0,1,0,2,2,0,0,0,0,1,0.1,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(515),1,0,1,33,0.8182,0,0,2,0,0.4026,0.05195,0,0,0,0,34,26,3,3,3,25,9,0,0,0,0,0,0,0,0,0,0,0,2,0.07407,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(523),1,0,1,32,0.8125,2,0.2308,2,0,0.3871,0.03226,0,0.07692,0,0,26,22,0,0,0,22,0,8,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(459),0,0,0,13,0.5385,0,0,1,0,0.3333,0.04167,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1429,1,0.1429,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(310),1,0,1,31,0.8065,1,0.2,1,0,0.4085,0.05634,0,0.2333,0.2333,0.1333,30,24,3,1,3,23,7,5,4,0,0,0,4,1,0,0,0,0,2,0.08,0,0,1,0.2,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(265),1,0,1,159,0.6352,3,0.1485,1,2,0.3385,0.02344,0.01562,0.1296,0.03704,0,108,87,3,2,0,87,5,25,19,0,0,0,19,0,3,0.05172,2,0.03448,11,0.1089,9,0.08911,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(284),1,0,1,16,0.625,1,0.3,2,0,0.3529,0.05882,0,0.3,0.3,0,10,9,0,1,0,8,2,4,3,0,1,0,2,2,0,0,0,0,1,0.1,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(277),1,0,1,31,0.8065,1,0.2,2,0,0.3973,0.05479,0,0.2188,0.2188,0.125,32,24,3,3,3,23,9,6,4,0,1,0,4,2,0,0,0,0,2,0.08,0,0,1,0.2,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(262),1,0,1,18,0.4444,0,0,1,0,0.2941,0.05882,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.25,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(328),0,0,0,96,0.1979,0,0,1,0,0.1192,0.03846,0.01538,0,0,0,12,12,0,0,0,12,0,0,0,0,0,0,0,0,4,0.05195,1,0.01299,4,0.2105,4,0.2105,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(706),0,0,0,31,0.6129,1,0.2632,1,0,0.369,0.1429,0.1071,0.2692,0.2692,0.1538,26,17,0,2,0,17,9,7,5,0,1,0,5,2,1,0.08333,0,0,3,0.1579,1,0.05263,2,0.4,1,0.2
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(686),0,0,0,13,0.5385,0,0,1,0,0.36,0.08,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1429,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(672),0,0,0,20,0.7,0,0,1,0,0.4146,0.07317,0,0,0,0,12,9,0,3,3,9,3,0,0,0,0,0,0,0,0,0,0,0,3,0.2143,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(732),0,0,0,15,0.6,1,0.2222,1,0,0.3667,0.06667,0,0.2857,0.2857,0,7,6,0,0,0,6,1,2,1,0,0,0,1,1,0,0,0,0,1,0.1111,0,0,1,0.5,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(731),0,0,0,12,0.5,0,0,1,0,0.3182,0.04545,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1667,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(814),0,0,0,83,0.494,2,0.3659,1,1,0.196,0.03518,0.03518,0.2712,0.0339,0,59,29,0,2,0,29,2,25,15,0,0,0,15,0,2,0.04762,3,0.07143,5,0.122,6,0.1463,1,0.06667,2,0.1333
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(816),0,0,0,18,0.4444,1,0.25,2,0,0.2353,0,0,0.125,0.125,0,8,7,0,1,0,7,1,2,2,0,0,0,2,0,1,0.1,2,0.2,1,0.125,1,0.125,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(810),0,0,0,15,0.06667,0,0,1,0,0.03226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1429,1,0.07143,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(805),0,0,0,11,0.1818,0,0,1,0,0.09091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1111,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(873),1,0,1,150,0.88,5,0.2121,1,3,0.3129,0,0,0.1979,0.08021,0.01604,187,120,4,9,0,111,22,58,31,3,6,0,25,15,3,0.1667,3,0.1667,16,0.1212,10,0.07576,3,0.1071,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(874),0,0,0,12,0.5,0,0,2,0,0.3043,0.04348,0,0,0,0,4,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1667,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(970),1,0,1,18,0.6667,1,0.3333,2,0,0.359,0.05128,0,0.2308,0.2308,0,13,12,0,1,1,10,3,6,5,0,1,1,3,3,0,0,0,0,1,0.08333,0,0,1,0.25,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/extbuild.c(980),0,0,0,15,0.6,0,0,2,0,0.3571,0.03571,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1111,1,0.1111,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(27),0,0,0,13,0.3077,1,0.5,1,0,0.1667,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(39),0,0,0,13,0.3077,1,0.5,1,0,0.1667,0,0,0,0,0,2,2,0,0,0,2,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(51),0,0,0,10,0.6,2,0.6667,1,0,0.3158,0,0,0,0,0,5,5,0,0,0,5,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(69),0,0,0,16,0.75,1,0.1667,1,0,0.3077,0,0,0.1,0.1,0,10,6,0,0,0,6,0,2,2,0,0,0,2,0,0,0,0,0,2,0.1667,2,0.1667,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(77),0,0,0,11,0.6364,1,0.4286,1,0,0.4091,0.09091,0,0.2,0.2,0,5,5,0,0,0,5,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(119),0,0,0,293,0.256,3,0.2667,1,1,0.1782,0.1024,0.09577,0.1739,0.1594,0.05797,69,48,0,2,0,48,12,33,21,0,2,0,21,6,10,0.04587,0,0,2,0.02667,0,0,2,0.1,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(124),0,0,0,156,0.9744,13,0.4803,2,0,0.1228,0,0,0.1684,0.05614,0,285,174,0,0,0,174,0,112,94,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(292),0,0,0,15,0.7333,2,0.4545,1,0,0.3214,0,0,0.1818,0.09091,0,11,9,0,0,0,9,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(196),0,0,0,92,0.7391,4,0.3676,1,1,0.2121,0.005051,0,0.1485,0.06931,0,101,70,0,0,0,70,0,38,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(199),0,0,0,60,0.9333,5,0.4107,2,0,0.2049,0,0,0.1573,0.06742,0,89,58,0,0,0,58,0,32,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(235),0,0,0,97,0.5567,3,0.4444,1,1,0.1538,0.03365,0,0.1358,0.03704,0,81,49,0,0,0,49,0,38,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(240),0,0,0,68,0.9412,5,0.4219,2,0,0.1773,0,0,0.1667,0.05556,0,108,69,0,0,0,69,0,40,34,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(270),1,0,1,22,0.8182,0,0,1,0,0.5238,0.09524,0,0,0,0,12,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0.2222,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(282),0,0,0,15,0.7333,1,0.1818,1,0,0.2917,0,0,0.1111,0.1111,0,9,5,0,0,0,5,0,2,2,0,0,0,2,0,0,0,0,0,2,0.1818,2,0.1818,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(308),0,0,0,22,0.8182,3,0.4444,1,0,0.2128,0.02128,0,0.2759,0.1379,0.06897,29,16,0,2,0,15,5,10,9,0,1,0,8,2,0,0,0,0,2,0.1111,0,0,1,0.125,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(323),0,0,0,22,0.8182,3,0.4444,1,0,0.2128,0.02128,0,0.2759,0.1379,0.06897,29,16,0,2,0,15,5,10,9,0,1,0,8,2,0,0,0,0,2,0.1111,0,0,1,0.125,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(340),0,0,0,28,0.8571,3,0.3333,1,0,0.2456,0,0,0.2,0.1429,0,35,24,0,1,0,24,1,11,11,0,0,0,11,0,0,0,0,0,1,0.04167,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(350),0,0,0,11,0.6364,0,0,1,0,0.4,0.05,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1429,1,0.1429,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(358),0,0,0,11,0.6364,0,0,1,0,0.4,0.05,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1429,1,0.1429,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(373),0,0,0,69,0.07246,0,0,1,0,0.03279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0625,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(396),0,0,0,36,0.8889,2,0.25,1,0,0.4024,0.0122,0,0.1951,0.1951,0,41,35,2,4,0,29,12,16,10,2,4,0,4,12,0,0,0,0,5,0.1562,1,0.03125,4,0.5,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(395),0,0,0,7,0.4286,0,0,1,0,0.3333,0.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(407),0,0,0,15,0.7333,2,0.4545,1,0,0.3214,0,0,0.1818,0.09091,0,11,9,0,0,0,9,0,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/jobcntl.c(420),0,0,0,69,0.07246,0,0,1,0,0.03279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0625,0,0,0,0,0,0,0,0,0,0
