loop-location,icc,omp,icc-parallel,loop-absolute-size,loop-payload-fraction,loop-proper-sccs-number,loop-critical-payload-fraction,iterator-payload-total-cohesion,iterator-payload-non-cf-cohesion,iterator-payload-mem-cohesion,critical-payload-total-cohesion,critical-payload-non-cf-cohesion,critical-payload-mem-cohesion,payload-total-dependencies-number,payload-true-dependencies-number,payload-anti-dependencies-number,payload-output-dependencies-number,payload-cross-dependencies-number,critical-payload-total-dependencies-number,critical-payload-true-dependencies-number,critical-payload-anti-dependencies-number,critical-payload-output-dependencies-number,critical-payload-cross-dependencies-number,iterator-mem-write-count,iterator-mem-write-fraction,iterator-call-count,iterator-call-fraction,payload-mem-write-count,payload-mem-write-fraction,payload-call-count,payload-call-fraction,critical-payload-mem-write-count,critical-payload-mem-write-fraction,critical-payload-call-count,critical-payload-call-fraction
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/rbt.c(163),0,,0,35,0.05714,0,0,0.01709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.09091,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/DC/src/rbt.c(175),0,,0,25,0.08,0,0,0.02817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08696,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/common/randdp.c(122),0,,0,35,0.8857,1,0.871,0.3721,0.01163,0,0.02174,0.02174,0,46,34,3,1,0,44,32,3,1,0,0,0,0,0,2,0.06452,0,0,2,0.07407,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(285),0,,0,10,0.6,0,0,0.4211,0.1053,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1667,1,0.1667,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(237),1,,1,11,0.6364,1,0.2857,0.381,0.04762,0,0.2,0.2,0,5,5,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(231),1,,1,14,0.7143,1,0.3,0.4,0.06667,0,0.3,0.3,0,10,9,1,0,0,4,3,1,0,0,0,0,0,0,1,0.1,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(184),0,1,1,110,0.3182,2,0.3143,0.2625,0.0375,0,0,0,0,48,18,14,8,0,36,14,14,8,0,5,0.06667,8,0.1067,9,0.2571,5,0.1429,4,0.3636,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(191),0,,0,18,0.5556,0,0,0.2812,0.0625,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2,2,0.2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(213),0,,0,61,0.9344,5,0.3158,0.2,0.01429,0,0.2596,0.09615,0,104,64,6,3,0,29,18,6,3,0,0,0,0,0,5,0.08772,6,0.1053,3,0.1667,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(179),1,,1,9,0.5556,0,0,0.375,0.0625,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(165),1,,1,9,0.5556,0,0,0.375,0.0625,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(155),0,,0,9,0.5556,0,0,0.3125,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0.4,1,0.2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/EP/src/ep.c(132),1,,1,9,0.5556,0,0,0.375,0.0625,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/common/randdp.c(122),0,,0,35,0.8857,1,0.871,0.3721,0.01163,0,0.02174,0.02174,0,46,34,3,1,0,44,32,3,1,0,0,0,0,0,2,0.06452,0,0,2,0.07407,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(152),0,,0,46,0.8913,0,0,0.4286,0.01429,0,0,0,0,30,18,0,0,0,0,0,0,0,0,0,0,0,0,9,0.2195,9,0.2195,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(134),0,,0,7,0.4286,0,0,0.3333,0.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(120),0,,0,7,0.4286,0,0,0.3333,0.08333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3333,1,0.3333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(200),0,1,1,62,0.04839,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.1186,2,0.0339,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(201),0,,0,55,0.05455,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.1346,2,0.03846,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(202),0,,0,48,0.9167,0,0,0.4947,0.03158,0,0,0,0,40,35,0,5,0,0,0,0,0,0,0,0,0,0,7,0.1591,2,0.04545,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(377),1,1,1,50,0.06,0,0,0.1379,0.03448,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0.04255,1,0.02128,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(380),1,,1,38,0.1053,0,0,0.1724,0.03448,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,0.05882,1,0.02941,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(383),1,,1,25,0.08,0,0,0.03774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.08696,1,0.04348,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(264),0,1,1,29,0.2414,0,0,0.3636,0.04545,0,0,0,0,4,3,0,1,0,0,0,0,0,0,1,0.04545,1,0.04545,1,0.1429,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(266),0,,0,17,0.7059,0,0,0.4062,0.03125,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08333,1,0.08333,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(255),0,,0,12,0.5833,0,0,0.381,0.04762,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2857,1,0.1429,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(553),0,,0,35,0.2571,2,0.4444,0.3462,0,0,0.1429,0.1429,0,7,7,0,0,0,4,4,0,0,0,5,0.1923,3,0.1154,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(556),0,,0,22,0.7727,0,0,0.4318,0.04545,0,0,0,0,15,13,0,2,0,0,0,0,0,0,0,0,0,0,5,0.2941,3,0.1765,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(224),0,1,1,101,0.0297,0,0,0.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.04082,2,0.02041,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(225),0,,0,94,0.03191,0,0,0.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.04396,2,0.02198,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(226),0,,0,87,0.954,0,0,0.5085,0.03955,0,0,0,0,79,77,0,2,0,0,0,0,0,0,0,0,0,0,4,0.04819,2,0.0241,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(681),0,1,1,46,0.913,0,0,0.4737,0.03158,0,0,0,0,42,40,0,2,0,0,0,0,0,0,0,0,0,0,3,0.07143,1,0.02381,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(870),0,,0,188,0.07447,0,0,0.05081,0.01848,0,0,0,0,12,8,0,4,0,0,0,0,0,0,17,0.0977,5,0.02874,4,0.2857,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(292),0,,0,16,0.4375,0,0,0.2414,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2857,2,0.2857,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(408),0,,0,13,0.6923,0,0,0.4444,0.1111,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2222,2,0.2222,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(448),0,1,1,81,0.03704,0,0,0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.03846,3,0.03846,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(449),0,,0,74,0.06757,0,0,0.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.02899,2,0.02899,1,0.2,1,0.2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(450),0,,0,31,0.09677,0,0,0.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03571,1,0.03571,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(458),0,,0,31,0.09677,0,0,0.2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03571,1,0.03571,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(451),0,,0,23,0.8261,0,0,0.4667,0.04444,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05263,1,0.05263,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(459),0,,0,23,0.8261,0,0,0.4667,0.04444,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05263,1,0.05263,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(481),0,1,1,81,0.03704,0,0,0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.03846,3,0.03846,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(482),0,,0,74,0.06757,0,0,0.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.02899,2,0.02899,1,0.2,1,0.2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(483),0,,0,31,0.09677,0,0,0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03571,1,0.03571,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(491),0,,0,31,0.09677,0,0,0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03571,1,0.03571,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(484),0,,0,24,0.7917,0,0,0.4468,0.04255,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05263,1,0.05263,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(492),0,,0,24,0.7917,0,0,0.4468,0.04255,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05263,1,0.05263,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(514),0,1,1,81,0.03704,0,0,0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.03846,3,0.03846,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(515),0,,0,74,0.06757,0,0,0.2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.02899,2,0.02899,1,0.2,1,0.2,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(516),0,,0,31,0.09677,0,0,0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03571,1,0.03571,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(524),0,,0,31,0.09677,0,0,0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03571,1,0.03571,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(517),0,,0,24,0.7917,0,0,0.4468,0.04255,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05263,1,0.05263,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(525),0,,0,24,0.7917,0,0,0.4468,0.04255,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05263,1,0.05263,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(661),0,,0,7,0.4286,1,0.6667,0.2308,0,0,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(599),0,,0,27,0.1111,0,0,0.2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04167,1,0.04167,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(600),0,,0,20,0.75,0,0,0.4359,0.05128,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0.06667,1,0.06667,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(593),0,,0,15,0.6,0,0,0.3929,0.07143,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0.2222,2,0.2222,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(629),0,,0,186,0.1882,0,0,0.1474,0.05263,0,0,0,0,51,23,0,2,0,0,0,0,0,0,16,0.106,4,0.02649,4,0.1143,2,0.05714,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(643),0,,0,146,0.02055,0,0,0.09091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0.1119,4,0.02797,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/FT/src/ft.c(644),0,,0,138,0.971,4,0.0597,0.4894,0.01418,0,0.1176,0.1176,0,136,120,4,12,0,12,4,4,4,0,0,0,0,0,16,0.1194,4,0.02985,4,0.5,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/common/randdp.c(122),0,,0,35,0.8857,1,0.871,0.3721,0.01163,0,0.02174,0.02174,0,46,34,3,1,0,44,32,3,1,0,0,0,0,0,2,0.06452,0,0,2,0.07407,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(322),0,,0,12,0.6667,2,0.75,0.3077,0,0,0,0,0,10,6,2,2,0,10,6,2,2,0,0,0,0,0,2,0.25,0,0,2,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(317),1,,1,12,0.6667,2,0.75,0.3077,0,0,0,0,0,10,6,2,2,0,10,6,2,2,0,0,0,0,0,2,0.25,0,0,2,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(392),0,,0,14,0.3571,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,2,0.4,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(446),0,,0,19,0.7895,0,0,0.4444,0.02778,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0.3333,4,0.2667,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(495),0,1,1,9,0.5556,0,0,0.375,0.0625,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(575),1,1,1,19,0.7895,1,0.2,0.4054,0.05405,0,0.07143,0,0,14,12,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(535),0,,0,40,0.475,1,0.4211,0.1778,0.04444,0,0.1034,0.06897,0,29,6,1,2,0,18,1,1,2,0,0,0,0,0,2,0.1053,0,0,2,0.25,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(538),0,,0,24,0.08333,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.09091,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(764),0,,0,51,0.9216,1,0.1277,0.1165,0.04854,0,0.07229,0,0,83,35,4,4,0,16,8,4,4,0,0,0,0,0,3,0.06383,1,0.02128,2,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(693),0,,0,67,0.4179,1,0.3214,0.2021,0.03191,0,0.04478,0.04478,0,67,30,16,15,6,49,18,16,15,6,0,0,0,0,4,0.1429,0,0,4,0.4444,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(698),0,,0,9,0.5556,0,0,0.3529,0.05882,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(707),0,,0,17,0.5882,1,0.3,0.3056,0.02778,0,0.1818,0.1818,0,11,9,1,1,0,5,3,1,1,0,0,0,0,0,1,0.1,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(715),0,,0,15,0.7333,1,0.3636,0.3714,0.05714,0,0.2143,0.2143,0,14,11,2,1,0,8,5,2,1,0,0,0,0,0,1,0.09091,0,0,1,0.25,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(669),0,1,1,18,0.7778,1,0.2143,0.375,0.025,0,0.1765,0.1765,0,17,14,1,2,0,5,3,1,1,0,0,0,0,0,2,0.1429,0,0,1,0.3333,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(658),0,,0,52,0.3654,1,0.5263,0.1688,0.02597,0,0.03571,0.03571,0,56,15,9,8,6,51,10,9,8,6,0,0,0,0,3,0.1579,0,0,3,0.3,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(649),0,1,1,15,0.7333,1,0.6364,0.3529,0.02941,0,0.07143,0.07143,0,14,10,1,1,0,12,8,1,1,0,0,0,0,0,1,0.09091,0,0,1,0.1429,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(644),0,,0,9,0.5556,0,0,0.375,0.0625,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.2,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(612),1,,1,15,0.7333,0,0,0.4483,0.06897,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0.09091,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(987),0,,0,8,0.5,0,0,0.4286,0.1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,2,0.5,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/IS/src/is.c(922),1,,1,18,0.7778,0,0,0.5,0.1111,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1429,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(85),0,1,1,961,0.003122,0,0,0.002392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0.05741,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(86),0,,0,954,0.7369,6,0.4467,0.2648,0.005789,0,0.1218,0.1218,0,1897,1083,429,235,140,1447,633,429,235,140,0,0,0,0,55,0.07824,0,0,55,0.1752,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(87),1,,1,208,0.9808,0,0,0.507,0.02817,0,0,0,0,202,201,0,1,0,0,0,0,0,0,0,0,0,0,1,0.004902,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(106),1,,1,71,0.9437,0,0,0.5133,0.06667,0,0,0,0,65,60,0,5,0,0,0,0,0,0,0,0,0,0,5,0.07463,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(70),0,1,1,127,0.02362,0,0,0.08824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008065,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(71),0,,0,120,0.025,0,0,0.08824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.008547,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/blts.c(72),0,,0,113,0.9646,1,0.211,0.4585,0.02767,0,0.09302,0.09302,0,129,112,6,1,0,45,28,6,1,0,0,0,0,0,1,0.009174,0,0,1,0.04348,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(82),0,1,1,1372,0.002915,0,0,0.0008078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0.04386,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(83),0,,0,1364,0.783,6,0.3127,0.1568,0.01032,0,0.04132,0.04132,0,5954,2204,1190,560,1666,5159,1409,1190,560,1666,0,0,0,0,60,0.05618,0,0,60,0.1796,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(84),0,,0,253,0.9842,1,0.1727,0.4677,0.02151,0,0.07612,0.07612,0,289,247,1,1,0,85,43,1,1,0,0,0,0,0,1,0.004016,0,0,1,0.02326,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(101),1,,1,71,0.9437,0,0,0.5133,0.06667,0,0,0,0,65,60,0,5,0,0,0,0,0,0,0,0,0,0,5,0.07463,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(68),0,1,1,144,0.02778,0,0,0.1212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007143,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(69),0,,0,136,0.02206,0,0,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.007519,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/buts.c(70),0,,0,129,0.969,1,0.168,0.4645,0.02128,0,0.07692,0.07692,0,143,122,0,1,0,41,20,0,1,0,0,0,0,0,1,0.008,0,0,1,0.04762,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(342),0,1,1,1043,0.003835,0,0,0.007722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.01925,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(343),0,,0,1034,0.008704,0,0,0.01721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0.01951,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(344),1,,1,165,0.9697,0,0,0.5114,0.05682,0,0,0,0,162,157,0,5,0,0,0,0,0,0,0,0,0,0,5,0.03125,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(357),1,,1,49,0.06122,0,0,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02174,0,0,0,0,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(364),1,,1,154,0.9675,0,0,0.4766,0.04094,0,0,0,0,169,165,0,4,0,0,0,0,0,0,0,0,0,0,4,0.02685,0,0,0,0,0,0
/home/s1736883/Work/PParMetrics/benchmarks/snu-npb/nauseous-omp/LU/src/erhs.c(390),1,,1,318,0.9811,1,0.0609,0.4681,0.04478,0,0.05,0.05,0,380,330,25,25,0,89,39,25,25,0,0,0,0,0,5,0.01603,0,0,5,0.2632,0,0
